Key,Item Type,Publication Year,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body,Status,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Springer Link,,,,C:\Users\mathe\Zotero\storage\A79B8Q3E\Wiese - 2014 - Clustering-based fragmentation and data replicatio.pdf,,,Bin packing with conflicts; Clustering; Data replication; Distributed database; Flexible query answering; Fragmentation; Load balancing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Springer Link,,,,C:\Users\mathe\Zotero\storage\NVKXYJA3\Nikravesh et al. - 2018 - Using genetic algorithms to find optimal solution .pdf,,,Cloud resource provisioning; Cloud cost-driven decision maker; Genetic algorithm; Self-adaptive auto-scaling systems; Service level agreement (SLA); Virtual machine (VM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Springer Link,,,,C:\Users\mathe\Zotero\storage\WPWQ2ZNL\Zhang et al. - 2015 - Service workload patterns for Qos-driven cloud res.pdf,,,Quality of service; Resource management; Cloud scalability; QoS prediction; Uncertainty; Web and cloud services; Workload pattern mining,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Springer Link,,,,C:\Users\mathe\Zotero\storage\59PGU5AN\Lee e Sill - 2014 - A design space for dynamic service level agreement.pdf,,,Autonomic computing; Live migration; OpenStack; Service level agreements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Springer Link,,,,C:\Users\mathe\Zotero\storage\UGESCT5E\Minarolli et al. - 2017 - Tackling uncertainty in long-term predictions for .pdf,,,Cloud computing; Long-term resource prediction; Probabilistic model; Virtual machine live migration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Springer Link,,,,C:\Users\mathe\Zotero\storage\JJA2LPQ6\Irain et al. - 2017 - Landmark-based data location verification in the c.pdf,,,Cloud computing; Cloud storage; Data location verification; Landmark-based approaches; Security attacks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Springer Link,,,,C:\Users\mathe\Zotero\storage\DZMAM49Y\Caithness et al. - 2017 - Can functional characteristics usefully define the.pdf,,,Cloud computing; Cloud ecosystem; NIST definition of cloud computing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Springer Link,,,,C:\Users\mathe\Zotero\storage\MUYE7HE9\Snyder et al. - 2015 - Evaluation and design of highly reliable and highl.pdf,,,Cloud computing; Monte Carlo simulation; Reliability; System design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Springer Link,,,,C:\Users\mathe\Zotero\storage\JMATPR4V\Hirano et al. - 2018 - LogDrive a proactive data collection and analysis.pdf,,,Anti-forensics; Cloud forensics; Hypervisor; Parallel distributed processing; Surveillance; Virtual machine monitor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Springer Link,,,,C:\Users\mathe\Zotero\storage\T6D7UYLA\Cayirci et al. - 2016 - A risk assessment model for selecting cloud servic.pdf,,,Cloud computing; Security; A4Cloud; Accountability for cloud and other future internet services; CAIQ; Cloud adoption risk assessment model; CCM; Cloud control matrix; CNIL; Cloud security alliance; CSC; Cloud security level agreements; SMB; Cloud service consumer; CSP; Cloud service provider; ENISA; Commission nationale de l’informatique et des libertés; CSA; Consensus assessment initiative questionnaire; CARAM; European network and information security agency; IEC; Information systems audit and control association; ISO; Information technology; JRTM; International electrotechnical commission; ISACA; International organization for standardization; IT; Joint risk and trust model; NIST; National institute of standards and technology; SecLA; Privacy; Risk assessment; Small-medium business; STAR; trust & assurance registry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Springer Link,,,,C:\Users\mathe\Zotero\storage\SBJ2ZUNV\Dey et al. - 2016 - MDA message digest-based authentication for mobil.pdf,,,Cloud computing; Security; Authentication; Hashing; Mobile devices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Springer Link,,,,C:\Users\mathe\Zotero\storage\7XLUGEA5\Moreno-Vozmediano et al. - 2019 - Efficient resource provisioning for elastic Cloud .pdf,,,Cloud computing; Machine learning; Auto-scaling; Elasticity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Springer Link,,,,C:\Users\mathe\Zotero\storage\RQZDU5GU\Chinnaiah e Niranjan - 2018 - Fault tolerant software systems using software con.pdf,,,Reliability; Configurable software systems; Configurations interactions; Fault tolerance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Springer Link,,,,C:\Users\mathe\Zotero\storage\TUWD35NF\Nikravesh et al. - 2017 - An autonomic prediction suite for cloud resource p.pdf,,,Cloud computing; Auto-scaling; Cloud resource provisioning; Decision fusion technique; Empirical risk minimization; Multi-layer perceptron; Multi-layer perceptron with weight decay; Structural risk minimization; Workload pattern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Springer Link,,,,C:\Users\mathe\Zotero\storage\6PXMG8J7\Elrawy et al. - 2018 - Intrusion detection systems for IoT-based smart en.pdf,,,Internet of things; Intrusion detection systems; Smart environments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Springer Link,,,,C:\Users\mathe\Zotero\storage\F2K896ZR\Biswas et al. - 2017 - A hybrid auto-scaling technique for clouds process.pdf,,,Machine learning; Dynamic resource provisioning; Hybrid auto-scaling on clouds; Resource allocation; Resource management on clouds; Scheduling with SLAs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Springer Link,,,,C:\Users\mathe\Zotero\storage\GH8X85BC\Raj e Dharanipragada - 2017 - Keep the PokerFace on! Thwarting cache side channe.pdf,,,Cache obfuscation; Cloud security; Side channel attacks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Springer Link,,,,C:\Users\mathe\Zotero\storage\ZFP7ES2Z\Ward e Barker - 2015 - Cloud cover monitoring large-scale clouds with Va.pdf,,,Cloud computing; Monitoring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Springer Link,,,,C:\Users\mathe\Zotero\storage\RH47C8UH\Santos et al. - 2018 - Analyzing the availability and performance of an e.pdf,,,Cloud computing; Edge computing; Availability; Data center failure; e-health; Emergency call service; Fog computing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Springer Link,,,,C:\Users\mathe\Zotero\storage\DDRQUSTY\Ashraf et al. - 2016 - Prediction-based VM provisioning and admission con.pdf,,,Cloud computing; Admission control; Cost-efficiency; Performance; Virtual machine provisioning; Web application,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Springer Link,,,,C:\Users\mathe\Zotero\storage\E88TBLTB\Khan et al. - 2017 - Fog computing security a review of current applic.pdf,,,Performance; Internet of things; Fog computing; Malware protection; Security threats; Wireless security,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Springer Link,,,,C:\Users\mathe\Zotero\storage\XSUXQVWM\Hummaida et al. - 2016 - Adaptation in cloud resource configuration a surv.pdf,,,Elasticity; Autonomic cloud; Cloud adaptation; Resource management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Springer Link,,,,C:\Users\mathe\Zotero\storage\957UV2YE\Ismaeel et al. - 2018 - Proactive dynamic virtual-machine consolidation fo.pdf,,,Cloud computing; Data centre management; Energy efficiency; Review; VM placement; Workload prediction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Springer Link,,,,C:\Users\mathe\Zotero\storage\WZVZHSY4\Abusitta et al. - 2018 - An SVM-based framework for detecting DoS attacks i.pdf,,,Cloud computing; Changing environment; DoS attacks detection; Support vector machine; Virtual machines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACM Digital Library,,"event-place: Hamburg, Germany",,,,,Machine Learning; Apache Spot; Latent Dirichlet Allocation; Network Function Virtualisation; Penetration Testing; SHIELD Project; Software Defined Networking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACM Digital Library,,"event-place: Sydney, NSW, Australia",,,,,cloud computing; intelligent apis; machine learning as a service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACM Digital Library,,"event-place: Scottsdale, Arizona, USA",,C:\Users\mathe\Zotero\storage\9LGLC99T\Whalen et al. - 2014 - Model Aggregation for Distributed Content Anomaly .pdf,,,machine learning; anomaly detection; model aggregation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACM Digital Library,,"event-place: Austin, Texas, USA",,,,,machine learning; big data; analytics; ddos detection; ddos mitigation; distributed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACM Digital Library,,"event-place: New Orleans, Louisiana, USA",,,,,classification; machine learning; advanced persistent threats (apt); complexity; cyber threats; multifractal; remote trojans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACM Digital Library,,"event-place: Tempe, AZ, USA",,,,,cloud computing; principle of least privilege; role based access control (rbac),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACM Digital Library,,"event-place: Tempe, AZ, USA",,,,,adversarial machine learning; convolutional neural networks; model manipulation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACM Digital Library,,"event-place: Hamburg, Germany",,,,,intrusion detection systems; network function virtualization; information security; Economical denial of sustainability; self-organizing networks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACM Digital Library,,,,,,,Android malware; Google app engine; Google cloud messaging; machine Learning; Sandbox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACM Digital Library,,"event-place: Cambridge, United Kingdom",,,,,dynamic network management system; internet of things; K-means; multimedia wireless sensor network; precision agriculture; service differentiation; smart farming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACM Digital Library,,"event-place: Tokyo, Japan",,,,,AutoEncoder; Deep Learning; Logistic Regression Classification; Malware Detection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACM Digital Library,,"event-place: Toronto, Canada",,,,,cloud computing; fog computing; data partitioning; Multi-FPGA; OpenCL global memory model; scalable interconnect; source-to-source code partitioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACM Digital Library,,"event-place: Santa Cruz, CA, USA",,C:\Users\mathe\Zotero\storage\WD6RMXWA\Christensen et al. - 2019 - Towards a Distraction-free Waze.pdf,,,cloud computing; edge computing; 4g lte; 5g; automotive systems; cellular wireless networks; cloudlet; crowd-sourcing; distracted driving; neural networks; object detection; vehicular systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACM Digital Library,,"event-place: Shanghai, China",,C:\Users\mathe\Zotero\storage\7TKGE6YH\Tall et al. - 2016 - Survey of Data Intensive Computing Technologies Ap.pdf,,,data intensive computing; hadoop; security event log information management; spark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACM Digital Library,,"event-place: Austin, Texas, USA",,,,,machine learning; cyber security; data analytics; artificial neural network (ann); phasor measurement unit (pmu); smart grid; support vector machine (svm); tensorflow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACM Digital Library,,"event-place: Macau, China",,,,,Cloud Introspection Technology; Cloud Probe; Cloud Security; Introspection Cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACM Digital Library,,"event-place: Rhodes, Island, Greece",,,,,intrusion detection; clustering; Canberra distance; Jaccard distance; Reduced/aggregate-ordering; Secure cloud networks; Self-Organizing Feature Maps (SOFMs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACM Digital Library,,,,,,,data mining; data pre-processing; missing values; outliers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACM Digital Library,,"event-place: Haifa, Israel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACM Digital Library,,"event-place: Nanjing, China",,,,,deep learning; load forecasting; sequence analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google Scholar,,,,C:\Users\mathe\Zotero\storage\AJHA7LV8\Bhamare et al. - 2016 - Feasibility of supervised machine learning for clo.pdf; C:\Users\mathe\Zotero\storage\DVJKLZ8S\7885853.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google Scholar,,,,C:\Users\mathe\Zotero\storage\6X46ZNHH\Hu et al. - 2017 - Anomaly detection system in secure cloud computing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google Scholar,,,,C:\Users\mathe\Zotero\storage\VS6YWCPC\Gulenko et al. - 2016 - Evaluating machine learning algorithms for anomaly.pdf; C:\Users\mathe\Zotero\storage\KAHCHUGQ\7840917.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google Scholar,,,,C:\Users\mathe\Zotero\storage\4Q459DA8\Zekri et al. - 2017 - DDoS attack detection using machine learning techn.pdf; C:\Users\mathe\Zotero\storage\SVZTNZ63\8284731.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google Scholar,,,,C:\Users\mathe\Zotero\storage\RZMURQ2V\s10586-018-1841-8.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google Scholar,,,,C:\Users\mathe\Zotero\storage\AN7FD636\abstract.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google Scholar,,,,C:\Users\mathe\Zotero\storage\LKVT8JSG\7794444.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google Scholar,,,,C:\Users\mathe\Zotero\storage\6UL44NQK\Almomani et al. - 2018 - An online intrusion detection system to cloud comp.pdf; C:\Users\mathe\Zotero\storage\Q29PPTRY\202391.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google Scholar,,,,C:\Users\mathe\Zotero\storage\4F8C48JW\sec.html; C:\Users\mathe\Zotero\storage\8AWBRYRW\sec.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google Scholar,,,,C:\Users\mathe\Zotero\storage\JEVNR4NW\Salman et al. - 2017 - Machine learning for anomaly detection and categor.pdf; C:\Users\mathe\Zotero\storage\RPFSABZP\7987183.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google Scholar,,,,C:\Users\mathe\Zotero\storage\87Z5PGGT\Kumar et al. - 2016 - Analysis of machine learning techniques used in ma.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google Scholar,,,,C:\Users\mathe\Zotero\storage\Q9IK2NKU\Reich - 2017 - Industry 4.0 and cloud computing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google Scholar,,,,C:\Users\mathe\Zotero\storage\DPAZ9DZ9\s10845-017-1315-5.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google Scholar,,,,C:\Users\mathe\Zotero\storage\LZBHY4NM\Rezvani - 2018 - Assessment methodology for anomaly-based intrusion.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google Scholar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google Scholar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google Scholar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google Scholar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google Scholar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google Scholar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Xplore,,,,C:\Users\mathe\Zotero\storage\85PE5HK9\6969008.html,,,classification; Classification algorithms; cloud computing; intent model; invasive software; learning (artificial intelligence); machine learning; Machine learning algorithms; Malware; malware detection task; Mobile communication; mobile computing; mobile malware; Permission model; security threat; smart phones; Smart phones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014 IEEE 3rd International Conference on Cloud Networking (CloudNet),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Xplore,,,,C:\Users\mathe\Zotero\storage\79DNZ6UC\8004896.html,,,cloud computing; Machine learning algorithms; cloud file-sharing; cloud file-sharing services; company data; company IP; discrete wavelet transform; discrete wavelet transforms; Discrete wavelet transforms; DWT; graph theory; graph-based unsupervised learning; graph-based unsupervised machine learning methods; Haar transforms; Haar wavelet; Haar wavelet function; insider threat detection; Learning systems; local-outlier factor; LOF; OddBall; PageRank; peer-to-peer computing; relationship graphs; security of data; Time series analysis; two-stage machine learning system; unsupervised learning; Wavelet analysis; wavelet coefficients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017 IEEE International Conference on Intelligence and Security Informatics (ISI),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Xplore,,,,C:\Users\mathe\Zotero\storage\C9CHBKCI\8679338.html,,,cloud computing; learning (artificial intelligence); security of data; Anomaly detection; anomaly node; Attackers; broken node; Cloud computing; cloud insider attack detection; cloud network; cloud security issues; cloud user; compromised node; Data models; data sources; Deep learning; improvised long short-term memory model; internal attacker; internal attackers compromise; Logic gates; Long short-term memory; Machine Learning; machine learning approaches; malicious node; misbehaving node; Monitoring; Security; security approaches; short-term behavioral data; trusted users; user behavior; valuable information; vulnerable information; vulnerable user node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018 International Conference on Recent Trends in Advance Computing (ICRTAC),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Xplore,,,,C:\Users\mathe\Zotero\storage\N54L2BFW\8457902.html,,,cloud computing; machine learning; security of data; Anomaly detection; Cloud computing; Data models; Monitoring; anomalous behavior detection; anomaly detection; automatic anomaly detection; automatic remediation system; black-box services model; Data collection; deep technological stack; distance-based online clustering; human interaction; interactive systems; Measurement; numerous false alarms; pattern clustering; service virtualization; unsupervised online clustering algorithm; Virtual machine monitors; virtualized infrastructures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018 IEEE 11th International Conference on Cloud Computing (CLOUD),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Xplore,,,,C:\Users\mathe\Zotero\storage\7Z9SFW2A\8530912.html,,,cloud computing; invasive software; learning (artificial intelligence); machine learning; Malware; Cloud computing; Machine Learning; virtualized infrastructures; application logs; Cloud; cloud based environments; cloud based infrastructures; cloud environments; feature extraction; Feature extraction; Intrusion detection; intrusion detection systems; IP networks; Machine learning; ML; security mechanisms; system monitoring; Training; virtual machines; virtualisation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2018 International CET Conference on Control, Communication, and Computing (IC4)",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Xplore,,,,C:\Users\mathe\Zotero\storage\K3TEEHQR\7987183.html,,,cloud computing; learning (artificial intelligence); machine learning; Cloud computing; anomaly detection; Feature extraction; intrusion detection systems; Training; anomaly; anomaly categorization; application service providers; ASPs; CAPEX; capital expenditures; categorization; Complexity theory; data protection; firewalls; Firewalls (computing); IDS; linear regression; load balancing; multi-cloud; multicloud environments; network traffic; operational expenditures; OPEX; private clouds; private data centers; public clouds; Radio frequency; random forest; regression analysis; rule-based security protection techniques; supervised machine learning; test learning models; UNSW dataset; user-data protection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017 IEEE 4th International Conference on Cyber Security and Cloud Computing (CSCloud),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Xplore,,,,C:\Users\mathe\Zotero\storage\KTNIFSHF\7973626.html,,,cloud computing; learning (artificial intelligence); Machine learning algorithms; security of data; Cloud computing; cloud computing infrastructures; cloud computing level; cloud computing services; cloud computing threat classification; cloud threat detection; Computational modeling; Computer crime; cyber-attacks; information security protection mechanisms; machine learning algorithm detection feasibility; pattern classification; Support vector machines; Telecommunication traffic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2017 40th International Convention on Information and Communication Technology, Electronics and Microelectronics (MIPRO)",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Xplore,,,,C:\Users\mathe\Zotero\storage\DQU9ZYBF\8249467.html,,,cloud computing; learning (artificial intelligence); machine learning; Machine learning algorithms; security of data; Anomaly detection; Cloud computing; Intrusion detection; anomaly; Algorithm design and analysis; big data; Big Data; CIDPS; cloud; cloud intrusion detection and prevention system; cloud service; intrusion; machine learning algorithms; prevention; services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017 25th Telecommunication Forum (℡FOR),,,,,,,,,,,,,,,
